body,label
"Adam Beberg:
>Considering NUMBER% of the fake job posting I see are for embedded systems or 
>device drivers - C still rules the world.

There is a lot of C++ in the embedded world. With
static object allocation and a few other programming
techniques, performance differences disappear, but
C++ gives a boost in development and maintainability.
The real issue is compiler availability. Almost every
embedded platform has C cross-compilers. Many have
C++ compilers. But there is still a range of
platforms that have the first but not the second. Or
at least, that was the story a few years ago.

_________________________________________________________________
Send and receive Hotmail on your mobile device:  URL",0
"On Sun, Sep NUMBER, NUMBER at NUMBER:NUMBER:NUMBERPM +NUMBER, Paul Jakma mentioned:
> On Sun, NUMBER Sep NUMBER, kevin lyda wrote:
> 
> > gnu date is limited by time_t.  but i thought time_t expired in NUMBER?
> > this seems to show it expiring in NUMBER:
> 
> (NUMBER^NUMBER-NUMBER)/NUMBER/NUMBER/NUMBER+NUMBER
> NUMBER
> 
> course, on UltraSparc, xNUMBER-NUMBER, IANUMBER, alpha, etc:
> 
> (NUMBER^NUMBER-NUMBER)/NUMBER/NUMBER/NUMBER+NUMBER
> NUMBER
> 
> so we should be safe enough.

 May I assume that xNUMBER-NUMBER will be able to use a NUMBERbit time_t too? 

Kate


-- 
Irish Linux Users' Group: ilug@linux.ie
 URL  for (un)subscription information.
List maintainer: listmaster@linux.ie",0
"On Mon, NUMBER Sep NUMBER, Russell Turpin wrote:

> Adam Beberg:
> >Considering NUMBER% of the fake job posting I see are for embedded systems or
> >device drivers - C still rules the world.
>
> There is a lot of C++ in the embedded world. With static object
> allocation and a few other programming techniques, performance
> differences disappear, but C++ gives a boost in development and
> maintainability.

Agreed, not much difference there. With C it just doesnt seem as wrong to
be crawling around in registers and things. Quite frankly you cant fit
_that_ big of a project into a NUMBERK ROM, so large project issues dont matter
as much in the embedded world.

And in the realtime space, or when you have data coming in at NUMBERGbit/sec
[fibrechannel], every cycle DOES count.

> The real issue is compiler availability. Almost every embedded platform
> has C cross-compilers. Many have C++ compilers. But there is still a
> range of platforms that have the first but not the second. Or at least,
> that was the story a few years ago.

Definately still very very true. C++ compilers are still a rarity.


- Adam L. ""Duncan"" Beberg
   URL 
  beberg@mithral.com",0
"Dell Quinn
Account Executive
Fleishman-Hillard Saunders
NUMBER Fitzwilliam Quay
Dublin NUMBER
Ireland
Tel: NUMBER NUMBER
Fax: NUMBER NUMBER
Mobile: NUMBER NUMBER
 


-- 
Irish Linux Users' Group: ilug@linux.ie
 URL  for (un)subscription information.
List maintainer: listmaster@linux.ie",0
"Reza B'Far wrote:
>This thread kind of surprises me... I started coding with C, then C++, and
>moved on to Java... And, I think that:

Looks like a case of ""MY experience is comprehensive, YOUR'S is
anecdotal, THEY don't know what they're talking about"".


>NUMBER  The people who pay the wages don't give a flyin' heck what programming
>language you write things in... they just want it to work.

In my experience, they do care.  It has to work certainly, and in
particular it has to work with what they've already got, and it has to
work on client's systems.

My limited experience of Java started a few years ago when support on
Linux was so terrible that I ran away screaming and haven't come back yet.

Microsoft has announced that they plan to remove Java from Windows.
They took it out of XP already and it has to be installed with a
service pack.  Somehow, I can't imagine them removing the ability to
run C programs.


>NUMBER  C and C++ forces the developer to solve problems such as memory
>management over and over again.

Can't say I spend any noticeable amount of time on memory management
issues, apart from the fact that I frequently need > NUMBER GB.


>It's about design patterns, architecture, high level stuff...

If your problem just requires application of a ""design pattern"" to solve,
then it's trivial anyway irrespective of language.


>I am amazed by the amount of time wasted by people talking about low
>level problems that have been solved NUMBER million times over and over
>and over again...

You appear to be gratuitously asserting that C programmers waste time
on irrelevant low-level problems and Java programmers don't.  Depends
entirely on the programmer, not the language.


>NUMBER  Java is not just a programming language! It's also a platform...

Buzzword.


>a monolithic set of API's or a crap load of different API's slicing
>and dicing the same problems NUMBER different ways?

Unsupported assertion.


>NUMBER  If you have a program of any type of high complexity written in C, you
>can't possibly think that you could port it to different platforms within
>the same magnitude of cost as Java....

Dunno.  E.g., I ported a wee NUMBER-line C program to Darwin on PowerPC
in a few minutes yesterday.  Sure if it was badly designed it would be
NUMBER times the size and harder to port.  If it depended on unavailable
libraries it would be much harder.  Portable code is easy to port.
At least that is the case when then language you used is available on
the target platform: I also run on ARM systems with no proper Java.


>NUMBER  Makes no sense for a scientific or a business project to depend on a
>person... Java, IMHO, reduces the dependence of these entities on the
>individual developer as it is much easier to reverse engineer Java as it is
>to reverse engineer C (large applications).

You can pay a good programmer to solve your problem now, or else get
some kids to hack spaghetti Fortran in any language and then pay for
maintenance headaches ad infinitum.

 
>NUMBER  Hardware is getting so fast that I'm not sure if the performance
>difference between Java and C/C++ are relevant any more.

Whoah!!!  Performance matters to me every day.  (Right now I'm taking
time out to write email while waiting for a job to run).  Sure I could
wait NUMBER years until everyone's PC is fast enough to generate random EC's
in no time, when any twit will be able to program inefficient code
that is fast enough and the market will be overrun by competitors,
or I can do it now when very few people can.

 
>The end goal is the scientific or business problem to be solved.

Yes.


>And for those problems, languages such as Java, SmallTalk, and others
>allow you to think more high level than low level.  Thinking of bits
>and bytes takes too much gray matter away from the real important
>problems....

It's true!  I admit everything!  Mea maxima culpa!  Working in C makes
me spend all day thinking base, rank thoughts about hard-core bitography!
Not.

Actually I spend most of my time thinking in high-level mathematics.


>Why do most computer scientists insist on solving the same problems
>over and over again [...]

Dunno, and frankly I don't see the relevance to the issue at hand.


I'm sure Java is fine for some stuff, as is C or whatever.  Horses for
courses.


Bye,
  Rob.
     .-.                                                               .-.
    /   \           .-.                                 .-.           /   \
   /     \         /   \       .-.     _     .-.       /   \         /     \
  /       \       /     \     /   \   / \   /   \     /     \       /       \
 /         \     /       \   /     `-'   `-'     \   /       \     /         \
            \   /         `-'                     `-'         \   /
             `-'                                               `-'",0
"I need to setup a VPN between a few sites. From what I've read, the the
choices come down (on the Linux side) to IPsec (using FreeSWAN) or CIPE.
It seems that FreeSWAN is 'better', being an implementation of IPsec which
is a standard. However, CIPE does the job as well for Linux clients and is
somewhat simpler to setup. 

The problem is that it's not a pure Linux situation - a couple of the sites
run OS-X. I'm pretty sure that I'll be able to find an implementation of
IPsec for OS-X, but I think CIPE is Linux only.

So, the question is for those of you have have implemented BOTH - is there a
significant difference in setup time and hassle between CIPE and FreeSWAN ?
If CIPE is going to be much easier than dealing with FreeSWAN (and whatever
on the OS-X sites) then I'll simply get a Linux box for each of the remote
sites - with the low price of hardware, it doesn't take much more complexity
in software to make buying hardware to use simpler software economic.



Niall

-- 
Irish Linux Users' Group: ilug@linux.ie
 URL  for (un)subscription information.
List maintainer: listmaster@linux.ie",0
"I am trying to manage the email for a domain which I have hosted with
hostingNUMBER, and am trying to get the whole email send and receive thing
working nice and easily.
At the moment I have configured Fetchmail to poll the different popNUMBER
mailboxes and deliver the mail accordingly, although it appears that I have
to have only one unix user being able to receive from each popNUMBER mailbox.
This could be a limitation of the fetchmailconf programme, I'm not sure, but
It would be much handier if I could just tell it to collect all of the mail
from the different mailboxes, and then deliver it locally according to the
""To:"" header instead of the popNUMBER mailbox it came from.
The other issue I am having is sending outgoing mail.  I have been trying to
use sendmail, but am finding it to be an absolute pain in the posterior, and
when the relay server will only accept outgoing connections if I have
checked for incoming mail in the last twenty minutes, and I don't know how
to set sendmail to run a command before it sends out the mail.  Do any of
the outgoing mailer programs, exim or postfix or whatever, have a 'nice'
configuration interface, or do they all have nice friendly configuration
files like sendmail.

Any suggestions of alternative solutions would be much appreciated.  There
are only three or four email addresses in my domain, and setting it up for
scheduled collection and either scheduled or immediate delivery would do me
fine.

Thanks,

	David.

David Hamilton
Senior Technical Consultant
HP Ireland 

-- 
Irish Linux Users' Group: ilug@linux.ie
 URL  for (un)subscription information.
List maintainer: listmaster@linux.ie",0
"Hi All,
I'm trying to set up the following:

NUMBER A Linux server running with a modem for internet connectivity and an
ethernet card for LAN connectivity
NUMBER Other LAN pcs with ethernet cards, using the Linux server for
DNS/DHCP etc.

Basically, I want to route any non LAN traffic through the pppNUMBER

I've got some of the way, but like a similar post earlier about modem
problems, when I am connected to the internet with ehtNUMBER up, the routing
is all incorrect and noting goes out through pppNUMBER (ehNUMBER must be the
default route or something).

Is there standard ""out of the box"" Linux tools that will carry out
portmapping on behalf of the LAN PCs ?  (I'm planning on non routable
addresses NUMBER.x.x for the LAN, routed outwards via the pppNUMBER
interface).

Can someone point me at the right HOWTOs or routing documentation I need
to follow ? 
Thanks,
Dermot.

-- 
Irish Linux Users' Group: ilug@linux.ie
 URL  for (un)subscription information.
List maintainer: listmaster@linux.ie",0
"Hi Dermot, if have a look at one of the dists. like  URL , it
will save you lots of time and effort, and should do eveything you want.

Justin

> -----Original Message-----
> From: ilug-admin@linux.ie [mailto:ilug-admin@linux.ie]On Behalf Of
> Dermot Daly
> Sent: Monday, September NUMBER, NUMBER NUMBER:NUMBER AM
> To: ilug@linux.ie
> Subject: [ILUG] What HOWTOs for SOHO system
>
>
> Hi All,
> I'm trying to set up the following:
>
> NUMBER A Linux server running with a modem for internet connectivity and an
> ethernet card for LAN connectivity
> NUMBER Other LAN pcs with ethernet cards, using the Linux server for
> DNS/DHCP etc.
>
> Basically, I want to route any non LAN traffic through the pppNUMBER
>
> I've got some of the way, but like a similar post earlier about modem
> problems, when I am connected to the internet with ehtNUMBER up, the routing
> is all incorrect and noting goes out through pppNUMBER (ehNUMBER must be the
> default route or something).
>
> Is there standard ""out of the box"" Linux tools that will carry out
> portmapping on behalf of the LAN PCs ?  (I'm planning on non routable
> addresses NUMBER.x.x for the LAN, routed outwards via the pppNUMBER
> interface).
>
> Can someone point me at the right HOWTOs or routing documentation I need
> to follow ?
> Thanks,
> Dermot.
>
> --
> Irish Linux Users' Group: ilug@linux.ie
>  URL  for (un)subscription
> information.
> List maintainer: listmaster@linux.ie
>
>
>


-- 
Irish Linux Users' Group: ilug@linux.ie
 URL  for (un)subscription information.
List maintainer: listmaster@linux.ie",0
"I think I'll ask this question again, as I sent on friday afternoon.  :-) 

Justin 

> Hi,
> 
> Can anyone point me to a howto on running mailing lists. Not looking for
> anything that is  package specific, but rather something that 
> gives general
> info on the various Email headers and dealing with returned 
> mails, errors in
> transport etc..
> 
> Thanks
> 
> Justin


-- 
Irish Linux Users' Group: ilug@linux.ie
 URL  for (un)subscription information.
List maintainer: listmaster@linux.ie",0
"Ray Dermody's [DERMODYR@ITCARLOW.IE] NUMBER lines of wisdom included:
> Hi All,
> The serial number in our hosts files on our DNS server has gone 
> corrupt e.g. NUMBER should be NUMBER
> Its okay to set this back to todays date but I understand that our 
> secondary and terninary DNS servers will only update from the master 
> hosts file if the master host serial number is greater than the current 
> serial number in the hosts file.
> Is there any way I can reset this on the secondary and terninary DNS 
> servers?

Once you have the serial changed on the master DNS server, remove
the appropiate zone(s) on your slaves, and refresh your DNS servers.

Bind has a special case, if you set the serial to 'NUMBER' I think. DNS &
Bind should have something on that.

-- 
  Philip Reynolds        
   RFC Networks          tel: NUMBER NUMBER
 URL       fax: NUMBER NUMBER

-- 
Irish Linux Users' Group: ilug@linux.ie
 URL  for (un)subscription information.
List maintainer: listmaster@linux.ie",0
"-----BEGIN PGP SIGNED MESSAGE-----

Vincent Cunniffe wrote:
| Justin MacCarthy wrote:
|
|> I think I'll ask this question again, as I sent on friday afternoon.
  :-)
|
|
| Mailman ;-)
|
| Trust me, you do *not* want to running your own mailing lists
| on your own software.
|
| You'll wind up crying in a dark room looking for something
| high-voltage to stick your fingers into.

All things considered, I get that effect with Mailman, but the viable
alternatives are ezmlm, which is loonware and I'm avoiding on principle,
and majordomo, which seems to have stagnated. Oh, and there's apparently
something called SmartList which is a bitch to set up.

Waider.
- --
waider@waider.ie / Yes, it /is/ very personal of me
-----BEGIN PGP SIGNATURE-----
Version: GnuPG vNUMBER.NUMBER (GNU/Linux)
Comment: Using GnuPG with Mozilla -  URL 

iQEVAwUBPXNENUMBERHbXyzZsAbNUMBERAQHNUMBERKQf/XqeOMaHNXAlzbmgdNUMBERiYdNUMBERVQaAgWARNUMBERDQ
kdpzNUMBERNbECRNUMBEROSNUMBERPJoLYNUMBERlsPKgNshpJcDZIRsxJvXmfpNUMBERYRNqNUMBERAyPNUMBERHGGwRvWgjgB
NUMBERNNUMBERHG/RgezNUMBERSNUMBERRhUNUMBERRAuhpFbNUMBERXONUMBERXzMINUMBERgSkDHSGefQsUOAZNUMBERvZVLLsiRiyHFy
NUMBERu+vrPVTPNUMBERrYRNUMBERhaXNUMBERJXuNUMBERGVWfTNUMBERKNUMBERDDFftAimqGCsJnuNUMBERMXcMI/PtqNUMBERrtxhXD
WZhxCR+FAwirEkNUMBERYzNUMBERDrlNUMBER+gJLNUMBERYJQFSoWumQzqLKKutxNUMBERlJvvNUMBEROSNUMBERyDjGRaQpxm
JmqNUMBERlifudZayccbixxNUMBERZcXMSlpPNUMBERCNUMBERWjNUMBERXJSYWNUMBERRCjUNUMBERbgxTqhMbQ==
=eGNUMBERX
-----END PGP SIGNATURE-----


-- 
Irish Linux Users' Group: ilug@linux.ie
 URL  for (un)subscription information.
List maintainer: listmaster@linux.ie",0
"Justin MacCarthy wrote:
> I think I'll ask this question again, as I sent on friday afternoon.  :-) 

Mailman ;-)

Trust me, you do *not* want to running your own mailing lists
on your own software.

You'll wind up crying in a dark room looking for something
high-voltage to stick your fingers into.

Regards,

Vin


-- 
Irish Linux Users' Group: ilug@linux.ie
 URL  for (un)subscription information.
List maintainer: listmaster@linux.ie",0
"-----BEGIN PGP SIGNED MESSAGE-----
Hash: SHANUMBER

Your actual serial number is NUMBER - from a dig I've just done.

Try resetting the zone number to NUMBER - some of your secondaries seem 
to have a serial number below that, so they clearly regard NUMBER as 
being less than NUMBER

That should enable them to pick up the new zonefile.

T.

At NUMBER:NUMBER NUMBER/NUMBER/NUMBER +NUMBER, Ray Dermody wrote:
>Hi All,
>The serial number in our hosts files on our DNS server has gone
>corrupt e.g. NUMBER should be NUMBER
>Its okay to set this back to todays date but I understand that our
>secondary and terninary DNS servers will only update from the master
>hosts file if the master host serial number is greater than the current
>serial number in the hosts file.
>Is there any way I can reset this on the secondary and terninary DNS
>servers?
>
>Ray Dermody
>Computing Services Technician
>I.T. Carlow
>NUMBER NUMBER
>
>
>--
>Irish Linux Users' Group: ilug@linux.ie
> URL  for (un)subscription information.
>List maintainer: listmaster@linux.ie

VIA  URL  Ireland is a wholly owned Limited Irish Company.
Although connected to the VIA Global Network, VIA  URL  Ireland
is separate from and is not owned by VIA  URL  Inc. or any
member of the VIA  URL  Inc. Group.
-----BEGIN PGP SIGNATURE-----
Version: PGPfreeware NUMBER.NUMBER for non-commercial use < URL >

iQA/AwUBPXNFoNUMBERWYZbxNUMBEReGNUMBEREQLfNwCfakNapOkbgNUMBERjNUMBERjqQQEHgIWFdNUMBERsNUMBERAoPNUMBERJ
GLBtgrNUMBERKNUMBERfzYlnnRNcfTNUMBERfSt
=Rurr
-----END PGP SIGNATURE-----


-- 
Irish Linux Users' Group: ilug@linux.ie
 URL  for (un)subscription information.
List maintainer: listmaster@linux.ie",0
"Hi All,

Damian Conway is in Belfast this week. He will be giving two talks:

o Perl NUMBER - Tuesday, NUMBERrd September, NUMBERpm, Jury's, Belfast
o Quantum::Superpositions - Thursday, NUMBERth September, NUMBERpm, Jury's, Belfast

He is also doing training courses...
     URL 

Wesley.

-- 
Irish Linux Users' Group: ilug@linux.ie
 URL  for (un)subscription information.
List maintainer: listmaster@linux.ie",0
"|::::::::::::::::::::::::::::::::::::::::::::::::::|

                IT's Monday NUMBER      NUMBER September NUMBER

              |::::::::::::::::::::::::::::::::::::::::|



STUDENT LIFE BEGINS WITH LINUX
by
John Sterne

The launch last month of a marketing special interest group by the
Irish Linux Users Group (ILUG)  -  open source and marketing, it
seems, might not be mutually exclusive concepts  -  has already
sparked an interesting initiative at University College Cork.  When
the new academic year begins at UCC, every incoming student will
be offered a copy of Red Hat Linux NUMBER.

ILUG member Braun Brelin proposed this promotion, when he ran a
training class for staff at the UCC computer science department.
Brelin, who is the director of technology at OpenApp, says that the
Linux offer could be extended to any or all of the other Irish
universities.

The user group is tapping into an international Red Hat programme
that aims to introduce students at all levels to the open source
style of computing.  The Linux distributor runs an 'educational
channel' to reach this audience, bundling educational software
with its operating environment and offering networked support
services to eligible applicants.  This scheme was originally designed
to suit the educational structures in the US, but is now available to
schools and universities throughout the world.

Red Hat Linux NUMBER incorporates ease of use and maintenance
features and is intended to counter objections that Linux is hard to
master on personal systems.

The Linux-for-all project at UCC could also raise the profile of Red
Hat Ireland.  Based in Cork, this operation has run shared financial
services for other Red Hat offices in Europe since NUMBER  Until now
its involvement with users in Ireland has been fairly limited,
although it does sometimes refer them to other Red Hat offices in
Europe that offer consulting or technical support services.

David Owens, Red Hat's director of global logistics and production,
sees the formation of the ILUG marketing group as a reason to take
a more proactive approach.  In the last three months, he notes, his
office in Cork has received more and more calls from Irish
companies that are interested in adopting Linux and has introduced
some to Red Hat pre-sales consultants.


-------------
Many thanks are due to Braun and David for working together on this one.

Regards
L.

-- 
Irish Linux Users' Group: ilug@linux.ie
 URL  for (un)subscription information.
List maintainer: listmaster@linux.ie",0
"I just saw the ISOs on an internal server here and was tempted....

	D.

-----Original Message-----
From: John P. Looney [mailto:valen@tuatha.org] 
Sent: Monday, September NUMBER, NUMBER NUMBER:NUMBER PM
To: HAMILTON,DAVID (HP-Ireland,exNUMBER)
Cc: 'ilug@linux.ie'
Subject: Re: [ILUG] Redhat NUMBER


On Mon, Sep NUMBER, NUMBER at NUMBER:NUMBER:NUMBERPM +NUMBER, HAMILTON,DAVID (HP-Ireland,exNUMBER)
mentioned:
> Does anyone know when Redhat NUMBER is going to be released?
> I have seen some ISO images of it around and I am trying to work out 
> if it's near release.

 Null, the third beta was out last week.

 It'll be an interesting release. Gnome NUMBER, and GCC NUMBER - both very new,
large projects.

 I'd not be putting it on any production machines for a while...

 Though many say ""RedHat X.NUMBER releases are rubbish"" - it's worth baring in
mind that they jump a release when the underlying archtechture changes, not
just the installer, so they are .NUMBER for a reason.

Kate

-- 
Irish Linux Users' Group: ilug@linux.ie
 URL  for (un)subscription information.
List maintainer: listmaster@linux.ie",0
"ok, so if i was in the uk for a wekk, how might i configure my laptop to
dial in to a freebie isp?  redhat's internet connection wizard actually
has settings for uk isp's, but freeserve is the only one i recognize
and it doen't seem to work.

has anyone here done this?

kevin

-- 
kevin@suberic.net     that a believer is happier than a skeptic is no more to
fork()'ed on NUMBER    the point than the fact that a drunken man is happier
meatspace place: home       than a sober one. the happiness of credulity is a
 URL    cheap & dangerous quality -- g.b. shaw

-- 
Irish Linux Users' Group: ilug@linux.ie
 URL  for (un)subscription information.
List maintainer: listmaster@linux.ie",0
"Vernon,

I'm changing the instructions in the SpamAssassin INSTALL file 
right now to:

tar xfvz dcc-dccproc.tar.Z
cd dcc-dccproc-X.X.X
./configure && make && make install
cdcc 'info'


Let me know ASAP if that's innapropriate, since we're shipping 
NUMBER today!

C

On Monday, September NUMBER, NUMBER, at NUMBER:NUMBER  AM, Vernon Schryver wrote:

>> Here are the instructions in the spamassassin README:
>>
>>     # tar xfvz dcc-dccproc.tar.Z
>>     # cd dcc-dccproc-X.X.X
>>     # ./configure && make && make install
>>     # cdcc 'new map'
>>     # cdcc 'add  URL '
>>     # cdcc 'info'
>
> That's ok, except that the 'new map' and ""add  URL '
> are respectively unnecessary and wrong.  The map file that comes
> with the source points to localhost and  URL .  Those
> two shipped entries usually do the right thing if there is a local
> server.  If there is no local server or if the local server fails,
> requests are instantly sent to one of the public server names listed
> in the main DCC web page at
>  URL  and http://www.dcc-
>  URL 
>  URL  has not been listed for months.",0
"On September NUMBER, kialllists@redpie.com said:
> OS-X is linux
> 

Er, no it's not. It's kinda BSD-related, but it's definitely not
Linux.

Waider.
-- 
waider@waider.ie / Yes, it /is/ very personal of me.

""Since I am project leader, I must not be permitted to go insane.""
                                                                - Theo de Radt

-- 
Irish Linux Users' Group: ilug@linux.ie
 URL  for (un)subscription information.
List maintainer: listmaster@linux.ie",0
"> From: Paul Linehan [mailto:plinehan@yahoo.com] 
>
> There are two open alternatives that I can think of
> that don't appear to have been mentioned 
> elsewhere in this thread.
> 
> 
> One is Firebird (this is my personal favourite).
> It is  URL  and you can
> purchase support contracts here
>  URL .

Indeedy - I had never even heard of firebird until we started a new job
last week with a client who uses it.  So we popped it onto a box
downstairs and wow - it is fast.  Comes with some lovely client tools
also.  Supports all the db goodies, transactions, stored procedures,
triggers.

> It's really amazing to think how much they've got
> out of a db that is only NUMBER MB in size - that's NUMBER
> times smaller than the Oracle *_client_*.
> 
> 
> Having said all of the above, Oracle is really
> a super product, but ya pays ya money...
> 
IBM's dbNUMBER is another cheaper alternative to Oracle.  Free single
developer license downloadable from their website.

Fergal.
-- 
Irish Linux Users' Group: ilug@linux.ie
 URL  for (un)subscription information.
List maintainer: listmaster@linux.ie",0
"Here's a weird and wacky problem:

I'm currently out of the country with my trusty Evo NNUMBERc laptop. When I 
tried to use the serial port to talk to my mobile phone, Linux behaved 
pretty much as if the port was fried. Bizarre, I thought, because I'd 
used it successfully while in the office. The only difference was that I 
was trying the thing in the hotel. I entertained brief notions of having 
somehow fried the serial drivers, then rebooted the laptop to Windows 
and tried again. Worked perfectly. Back to Linux. Still not talking. 
Considered that it might be flaky power, so I ran the laptop on battery. 
Nope. Tried moving the laptop to a differnet part of the room where 
there might be less bogon flux. Still not working. Eventually I gave up 
and used the IrDA port instead - which is usually the serial connection 
of doom, grief, and teeth-grinding.

This morning, in the office, the damn thing is working without a hitch.

Anyone like to suggest what mystery technology is in use in the hotel 
that prevents serial ports from working under Linux?

Cheers,
Waider.
-- 
waider@waider.ie / Yes, it /is/ very personal of me

-- 
Irish Linux Users' Group: ilug@linux.ie
 URL  for (un)subscription information.
List maintainer: listmaster@linux.ie",0
"On Sat, Oct NUMBER, NUMBER at NUMBER:NUMBER:NUMBERPM +NUMBER, Padraig Brady mentioned:
> OK I'm upgrading vorbis on my machine and I'm getting
> the following:
> 
> # rpm -U libvorbis-* vorbis-tools-NUMBER-NUMBERiNUMBERrpm
> error: failed dependencies:
> 	libvorbisfile.so.NUMBER   is needed by SDL_mixer-NUMBER.NUMBER-NUMBER
> 	libvorbisfile.so.NUMBER   is needed by xmms-NUMBER.NUMBER-NUMBER
> 	libvorbisfile.so.NUMBER   is needed by tuxracer-NUMBER-NUMBER
> 
> This is because the new libvorbis.rpm only has libvorbisfile.so.NUMBER
> So is this a problem in the other packages depending on
> a specific version (libvorbisfile.so.NUMBER) rather than on the
> generic  URL  ?

 This is a pain. 

 The only way you can resolve this, to my knowledge is to download the
original libvorbis rpm and the new one. Remove the old one, then do:

 rpm -Uvh libvorbis-*

 RPM then assumes that you want both versions installed at the same time,
and does so. Why you can't do this after you have one library already
installed is beyond me.

Kate

-- 
Irish Linux Users' Group: ilug@linux.ie
 URL  for (un)subscription information.
List maintainer: listmaster@linux.ie",0
"John P. Looney wrote:
>  The only way you can resolve this, to my knowledge is to download the
> original libvorbis rpm and the new one. Remove the old one, then do:
> 
>  rpm -Uvh libvorbis-*
> 
>  RPM then assumes that you want both versions installed at the same time,
> and does so. Why you can't do this after you have one library already
> installed is beyond me.

Does using the --oldpackage flag help your pain, or is your pain caused 
by ""Obsoletes"" flags?

Cheers,
Waider.
-- 
waider@waider.ie / Yes, it /is/ very personal of me

-- 
Irish Linux Users' Group: ilug@linux.ie
 URL  for (un)subscription information.
List maintainer: listmaster@linux.ie",0
"David Neary said:
>
> For the francophones among you, this article is a summary of the
> reasons why most free software licences (and the GPL in
> particular) are not valid in France.
>
>  URL 
>
> Google translation (hard to read most of the time, but good
> enough to pick up the gist)
>
>  URL 
>
> In brief, in an international contract, when mentioning copyright,  you
> must mention under which jurisdiction's laws the copyright
> is applied. French law requires the licence to be available in
> French (the GPL isn't). And French law requires that for a
> contract to be valid, it must not breach existing law. Also under
> French law, the copyright holder automatically retains the right
> to change the licence, which means that French law is in conflict
> with the GPL, which requires authorisation from all authors
> before a licence change is allowed.
>
> Also there's some stuff about French consumer law forbidding sale
> without guarantee of anything, so software delivered as-is
> breaches consumer law in France. But I didn't really follow that.

My French is a bit iffy these days, but if this is true, does it not also
nullify Microsoft, Adobe and WinZip licences amongst most others? These all
claim no liability, no guarantees (M$ say delivered ""with all faults"", so
at least they are honest).

/Ciaran.


-- 
Irish Linux Users' Group: ilug@linux.ie
 URL  for (un)subscription information.
List maintainer: listmaster@linux.ie",0
"Is there a way to get my read email downloaded off  URL .

I've been reading the emails using the web based interface. But I've
reached my quota limit. There doesn't seem to be any way to get the
emails off the server. I can connect to the account using POP, but that
only retrieves unread emails. There's also no way to mark emails as
unread from the html interface.

Is there a way I can use fetchmail perhaps to get it to pull down all
the emails and remove them off the server.

It's been years since I've used fetchmail, I don't recall be able to do
this.

Any other suggestions welcome. There's a few hundred email so I don't
fancy going through each one forwarding it to another account.

Glen




-- 
Irish Linux Users' Group: ilug@linux.ie
 URL  for (un)subscription information.
List maintainer: listmaster@linux.ie",0
"Seems fetchmail has a -a switch to get it all.

Just need to install fetchmail now :)

Glen

On Mon, NUMBER-NUMBER-NUMBER at NUMBER:NUMBER, Stephane Dudzinski wrote:
> Funny enough, that also happened to a Friend of mine who uses both the
> web interface and a pop client. Last time i tried to send a picture
> which was around NUMBERk, it got denied saying that quota was exceeded.
> When he looked at his account on the web, it mentionned NUMBER MB free, so i
> have no idea what they're playing at ...
> 
> Doesn't really help but just wanted to confirm the problem. 
> 
> Steph
> 
> On Mon, NUMBER-NUMBER-NUMBER at NUMBER:NUMBER, Glen Gray wrote:
> > Is there a way to get my read email downloaded off  URL .
> > 
> > I've been reading the emails using the web based interface. But I've
> > reached my quota limit. There doesn't seem to be any way to get the
> > emails off the server. I can connect to the account using POP, but that
> > only retrieves unread emails. There's also no way to mark emails as
> > unread from the html interface.
> > 
> > Is there a way I can use fetchmail perhaps to get it to pull down all
> > the emails and remove them off the server.
> > 
> > It's been years since I've used fetchmail, I don't recall be able to do
> > this.
> > 
> > Any other suggestions welcome. There's a few hundred email so I don't
> > fancy going through each one forwarding it to another account.
> > 
> > Glen
> > 
> > 
> > 
> > 
> > -- 
> > Irish Linux Users' Group: ilug@linux.ie
> >  URL  for (un)subscription information.
> > List maintainer: listmaster@linux.ie
> -- 
> ______________________________________________
> Stephane Dudzinski       Systems Administrator
> NewWorldIQ            	     t: +NUMBER NUMBER NUMBER
>  URL            f: +NUMBER NUMBER NUMBER
> 
> -- 
> Irish Linux Users' Group: ilug@linux.ie
>  URL  for (un)subscription information.
> List maintainer: listmaster@linux.ie


-- 
Irish Linux Users' Group: ilug@linux.ie
 URL  for (un)subscription information.
List maintainer: listmaster@linux.ie",0
"It seems to only support PPPoA and not PPPoE. You need one that supports
PPPoE, if you want torun it in routed IP mode. If you are using it as a
bridge, it'll probably work, but you'd be left leaving the computer on,
which would defeat the purpose of getting a router.

The best router I've come accross is the Zyxel NUMBER Eircom supply this,
but if you have alook online you can probably find it cheaper to buy
online from America or the UK.

Hope this is useful,
Joe


-- 
Irish Linux Users' Group: ilug@linux.ie
 URL  for (un)subscription information.
List maintainer: listmaster@linux.ie",0
